,Text,Date,Mentions,Hashtags,Geolocation
139,"Taiwan, South Korea and Singapore rolled out COVID-19 tests fairly quickly, giving officials a head start on tracing the spread of the virus and imposing a degree of containment measures that the United States did not take until weeks later ",2020-04-19 20:28:26+00:00,,,
140,"Join Gravity Exclusive, @neil_sahota on April 28th at 2:00pm ET for a special #webinar hosted by @SIIA: ""Finding The Opportunities: Unlocking More Value Through #AI During #COVID-19"". Register now: https://bit.ly/3cmliRW",2020-04-19 20:28:00+00:00,@neil_sahota @SIIA,#webinar #AI #COVID,
141,"A look back at one of the craziest news weeks, from first WWE Covid positive, first pro wrestling death, WWE layoffs, XFL folding, Florida declares WWE an essential business https://members.f4wonline.com/wrestling-observer-newsletter/april-20-2020-observer-newsletter-wwe-cuts-staff-xfl-folds-death",2020-04-19 20:27:43+00:00,,,
142,"Republicans have made the USA #1 in Coronavirus. In all aspects of Covid 19. Republicans should give ""Medal of Honor"" to Trump.",2020-04-19 20:24:49+00:00,,,
143,If we want a good economy what we need to build now is reagent factories for covid tests.,2020-04-19 20:21:07+00:00,,,
144,Antiviral drug remdesivir prevents COVID-19 progression in monkeys - The Jerusalem Post ,2020-04-19 20:20:21+00:00,,,
145,"Earlier this week, two COVID-19 vaccines were approved for human trials, making China the country with the most number of vaccine candidates. #COVID19 #coronavirus #pandemic #SARSCoV2 #clinicaltrial #CoronaVirusUpdate #coronavirusvaccine #GeneOnline",2020-04-19 20:16:57+00:00,,#COVID19 #coronavirus #pandemic #SARSCoV2 #clinicaltrial #CoronaVirusUpdate #coronavirusvaccine #GeneOnline,
146,I just got tested for COVID-19 antibodies! https://youtu.be/xl-Ln3wTgDE 20200419-1315. Dr Jenny said natural immunity so much better than manufactured immunity via vaccines! Gary doesn’t have COVID19-CoronaVirus antibodies. Mentioned my SCC having high cases probably due to diversity.,2020-04-19 20:16:41+00:00,,,
147,VA Gov. Blasts Trump For 'Delusional' Statement On Covid-19 Testing Capacity ,2020-04-19 20:13:46+00:00,,,
148,"Unfortunately, disinformation is more contagious than COVID-19, and disinformation has had some deadly consequences. https://apnews.com/348d772c8a5e305fb8006aae0a8cab84 #disinformation #covid19 #socialmedia",2020-04-19 20:12:11+00:00,,#disinformation #covid19 #socialmedia,
149,When she said “we” like she was in that group i can’t get enough of their whining that the forecasts for COVID-19 deaths have gone down so we must have been lied to (nvm social distancing strategies working),2020-04-19 20:11:23+00:00,,,
150,Here’s who I’m betting on with “venture philanthropy” dollars: Sarah Gilbert of Oxford’s @JennerInstitute with most advanced COVID-19 vax outside China and a plan to reach mass availability of single dose vax by Fall if project gets funding to scale up. ,2020-04-19 20:11:06+00:00,@JennerInstitute,,
151,And I thought the COVID-19 Death Parties were crazy! There is no way to under-estimate what Americans will believe. #FUUUUUUUUCK!,2020-04-19 20:10:40+00:00,,#FUUUUUUUUCK,
152,I hope your wine makes enough sales to help fight covid-19 for good !,2020-04-19 20:09:35+00:00,,,
153,"Coronavirus Task Force's Dr. Deborah Birx Says COVID-19 Likely Moved From Animal to Human, Originated in China ",2020-04-19 20:08:46+00:00,,,
154,"Covid madness impulse purchases so far: an acoustic guitar, an IEM from China that isn't here yet, two mechanical keyboards, some keycaps from China that aren't here yet, a rear rack for my bike, a milk crate and some DIY stuff for the rack, bike rollers, audio stuff...",2020-04-19 20:05:38+00:00,,,
155,.@Bugcrowd announces free COVID-19 Response Package to help care provider organizations reduce risk with crowdsourced cybersecurity solutions ,2020-04-19 20:05:02+00:00,@Bugcrowd,,
156,Who will become the Jonas Salk of COVID-19? Hard to predict but here’s who I’m betting on: Sarah Gilbert w Oxford’s @JennerInstitute w most advanced vaccine candidate in Western world and goal of achieving single dose vaccine mass availability of by Fall for 2020/21 flu season.,2020-04-19 20:03:50+00:00,@JennerInstitute,,
157,"So I guess Crenshaw is thinking it’s fine for folks to be defying state decrees or guys walking around state capitals with loaded weapons, endangering everyone around them. Fine to pack kids into classrooms? Fill stadiums with asymmetric COVID-19 fans?",2020-04-19 20:02:40+00:00,,,
158,Snowman takes reasonable precautions to reduce the risk of contracting Covid-19. ,2020-04-19 20:02:11+00:00,,,
159,"Context Discriminant Analysis on latest NEWS 2020/04/19 13:01:51 PST Top level Topics -coronavirus,coronavirus,covid-19,covid-19,health,health https://www.sitefocus.com/cif/elaine/cdnews_20200419_130151.html",2020-04-19 20:01:51+00:00,,,
160,#AI and the coronavirus fight: How artificial intelligence is taking on COVID-19 | ZDNet ,2020-04-19 20:00:32+00:00,,#AI,
161,"Professor Edward Lazear, who steered the country through the 2008 crisis, remains optimistic about the economic impact of COVID-19: “Because this recession is different from traditional recessions I do have the hope that we can come out of it quickly.” ",2020-04-19 20:00:05+00:00,,,
162,It’s different when you personally know someone who died of covid. This shit is getting scary. ,2020-04-19 19:58:25+00:00,,,
163,"When propaganda can be truth, thats a slam dunk. We did, after all, seem to get some news value out of the exact same sorts of photographs about Iran. And yes these drone images are current and the people being buried there are COVID-19 victims. Why this is good for China, IDK.",2020-04-19 19:58:21+00:00,,,
164,"How Sweden Is Fighting Coronavirus Differently, and How It MIGHT Be Working - Bloomberg #coronavirus #COVID-19 #sweden #data #science",2020-04-19 19:57:06+00:00,,#coronavirus #COVID #sweden #data #science,
165,"Should state’s health-care industry get blanket protection from COVID-19 charges, lawsuits? ",2020-04-19 19:55:15+00:00,,,
166,"So .@SenMikeShirkey, you support the COVID-19 Death parties now being pushed by your billionaire donors and the conspiracy theorists? Or not? ",2020-04-19 19:54:43+00:00,@SenMikeShirkey,,
167,"Really nice work by @kevin and @mikeyk on modeling COVID-19 ""Rt"", now launched on http://rt.live. “Rt” measures the avg #of people who become infected by an infectious person. Rt below 1 shows the virus receding (/winning); above 1, the faster it's spreading (/losing).",2020-04-19 19:53:23+00:00,@kevin @mikeyk,,
168,"These selfish, entitled groups appear to want a bigger spread of the pandemic in their cities, not caring if the healthcare system gets overwhelmed. I have a feeling they would be the loudest to demand for medical care when they get #COVID #COVIDIOTS",2020-04-19 19:50:28+00:00,,#COVID #COVIDIOTS,
169,"Look at the fools some wearing masks like that will help you, NOT! The Mask is not to protect you from getting Covid 19 , the Mask is to protect others from you exposing them to Covid 19! Anyone can be Asymmetric now, go full on or never go full on just be supper spreader!",2020-04-19 19:50:04+00:00,,,
170,One of our best #debunkers of climate mis- and dis-information applies his excellent brain to #COVID-19. Summary thread. ,2020-04-19 19:46:53+00:00,,#debunkers #COVID,
171,Should you wear a face mask? Can you catch the virus from your dog? Put your Covid-19 knowledge to the test. ,2020-04-19 19:45:59+00:00,,,
172,Should you wear a face mask? Can you catch the virus from your dog? Put your Covid-19 knowledge to the test. http://np.ly/92tq,2020-04-19 19:45:48+00:00,,,
173,Should you wear a face mask? Can you catch the virus from your dog? Put your Covid-19 knowledge to the test. http://np.ly/92sD,2020-04-19 19:45:35+00:00,,,
174,Should you wear a face mask? Can you catch the virus from your dog? Put your Covid-19 knowledge to the test. http://np.ly/92sy,2020-04-19 19:45:34+00:00,,,
175,Should you wear a face mask? Can you catch the virus from your dog? Put your Covid-19 knowledge to the test. http://np.ly/92su,2020-04-19 19:45:34+00:00,,,
176,Should you wear a face mask? Can you catch the virus from your dog? Put your Covid-19 knowledge to the test. http://np.ly/92qr,2020-04-19 19:45:07+00:00,,,
177,Real #PATRIOTS protesting the Coronavirus lockdown can sign a DO NOT RESUSCITATE ORDER and simply no care for COVID conditions to prove they are living their words #freedom #LiberateAmerica #LiberateAmericaFromTrump #LiberateCalifornia #LiberateNewYork #trump2020 #trump #news,2020-04-19 19:44:16+00:00,,#PATRIOTS #freedom #LiberateAmerica #LiberateAmericaFromTrump #LiberateCalifornia #LiberateNewYork #trump2020 #trump #news,
178,Should you wear a face mask? Can you catch the virus from your dog? Put your Covid-19 knowledge to the test. http://np.ly/92lw,2020-04-19 19:44:02+00:00,,,
179,Should you wear a face mask? Can you catch the virus from your dog? Put your Covid-19 knowledge to the test. http://np.ly/92ld,2020-04-19 19:44:00+00:00,,,
180,"Can we finally put this ridiculous myth that vote-by-mail elections would help Democrats more than Republicans to rest? This is not about a partisan advantage. It's about keeping voters, poll workers, and their communities safe from COVID-19. ",2020-04-19 19:44:00+00:00,,,
181,Should you wear a face mask? Can you catch the virus from your dog? Put your Covid-19 knowledge to the test. ,2020-04-19 19:43:55+00:00,,,
182,Should you wear a face mask? Can you catch the virus from your dog? Put your Covid-19 knowledge to the test. http://np.ly/92kG,2020-04-19 19:43:53+00:00,,,
183,Should you wear a face mask? Can you catch the virus from your dog? Put your Covid-19 knowledge to the test. http://np.ly/92jr,2020-04-19 19:43:37+00:00,,,
184,Should you wear a face mask? Can you catch the virus from your dog? Put your Covid-19 knowledge to the test. http://np.ly/92jk,2020-04-19 19:43:36+00:00,,,
185,Should you wear a face mask? Can you catch the virus from your dog? Put your Covid-19 knowledge to the test. http://np.ly/92j1,2020-04-19 19:43:32+00:00,,,
186,Should you wear a face mask? Can you catch the virus from your dog? Put your Covid-19 knowledge to the test. http://np.ly/92iw,2020-04-19 19:43:24+00:00,,,
187,Should you wear a face mask? Can you catch the virus from your dog? Put your Covid-19 knowledge to the test. http://np.ly/92ir,2020-04-19 19:43:22+00:00,,,
188,Should you wear a face mask? Can you catch the virus from your dog? Put your Covid-19 knowledge to the test. http://np.ly/92if,2020-04-19 19:43:21+00:00,,,
189,Should you wear a face mask? Can you catch the virus from your dog? Put your Covid-19 knowledge to the test. http://np.ly/92i6,2020-04-19 19:43:19+00:00,,,
190,Should you wear a face mask? Can you catch the virus from your dog? Put your Covid-19 knowledge to the test. http://np.ly/92hn,2020-04-19 19:43:10+00:00,,,
191,"Yes, there is a lot of misinformation being spread, & You Are Spreading It! Yes, viruses ‘float through the air’. Can these COVID-19 Death Party Celebrations be more insane? Only if they sprouted Nazi &amp; Confederate flags? They do? #FacePalm ⁦@GOP⁩ supports them. #NuffSaid?",2020-04-19 19:41:21+00:00,@GOP,#FacePalm #NuffSaid,
192,"""Experts"" also said 2 million Americans were gonna die this month. ""Experts"" are profiting off of hysteria and misinformation. Fuck the ""Experts"". #coronavirus #COVID #WuhanVirus",2020-04-19 19:39:07+00:00,,#coronavirus #COVID #WuhanVirus,
193,Day 9: Global Harmony and Healing: COVID 19 Wellness Talk https://youtu.be/QIKvTwreUes via @YouTube,2020-04-19 19:37:44+00:00,@YouTube,,
194,"Now over 40,000 confirmed US Covid-19 deaths (40,585). https://coronavirus.jhu.edu/map.html Eight days ago it was 20k.",2020-04-19 19:35:14+00:00,,,
195,"Texting is the best way to connect your community, customers, audience or group members! Join us free, get your bonus 100 text message credits! http://www.GetPonyExpress.com . . #supportlocal #covid-19 #mobilemarketing #community #masstexting #communication #bulkSMS",2020-04-19 19:35:06+00:00,,#supportlocal #covid #mobilemarketing #community #masstexting #communication #bulkSMS,
196,"They’re not rallies, they’re COVID-19 Death Party Celebrations organized by fascist billionaires &amp; their shills: Alex Jones, Owen Shroyer, 4Chan, Koch, Devos and other conspiracy theory bloviators. Time to put the #DarwinAward nominees on notice: Kill yourselves, not others.",2020-04-19 19:33:32+00:00,,#DarwinAward,
197,"So Cal had a pro trump protest , demanding to going back to work & covid 19 just being a hoax",2020-04-19 19:33:06+00:00,,,
